Function: get_partitions took 3.24249267578125e-05 seconds
Function: map_flows_partitions took 1.8835067749023438e-05 seconds
Function: map_flows_to_cluster took 0.00011229515075683594 seconds
Building model with:
51 devices, 20 partitions and 40 flows
Function: MIP.add_frac_mem_var took 0.0009148120880126953 seconds
Function: MIP.add_coverage_constraints took 0.000438690185546875 seconds
Function: MIP.add_accuracy_constraints took 0.0025069713592529297 seconds
Function: MIP.add_capacity_constraints took 0.07581233978271484 seconds
Netmon behaving like UnivmonGreedyRows
--------------------------------------------------
Starting model update
Model update took: 0.0002732276916503906 s
--------------------------------------------------
Starting model optimize
Model optimize took: 0.05680680274963379 seconds
--------------------------------------------------

VARIABLES ------------------------------
mem[41,13] 0
mem[40,3] 0
mem[12,1] 0
mem[41,2] 0
mem[24,17] 1.5293
mem[48,1] 0
mem[27,17] 0
mem[47,9] 0
mem[46,3] 0
mem[3,7] 0
mem[8,5] 0
mem[23,7] 0
mem[50,11] 0
mem[30,13] 0
mem[28,5] 0
mem[33,3] 0
mem[5,5] 0
mem[4,19] 0
mem[11,5] 0
mem[34,8] 0
mem[31,5] 0.509766
mem[6,10] 0
mem[12,6] 0
mem[7,19] 0
mem[20,9] 0
mem[43,14] 3.56836
mem[15,4] 0
mem[39,11] 0
mem[43,19] 0.519196
mem[50,1] 0
mem[29,17] 3.56836
mem[45,12] 0
mem[50,12] 0
mem[10,13] 0
mem[18,10] 0
mem[43,13] 0
mem[49,5] 0
mem[17,18] 0
mem[3,12] 0
mem[50,2] 0
mem[49,10] 0
mem[50,17] 0
mem[8,18] 0
mem[9,19] 0
mem[14,8] 0
mem[38,5] 0
mem[13,0] 0
mem[37,3] 0.509766
mem[19,8] 0
mem[42,5] 0
mem[25,5] 0
mem[46,7] 0
mem[45,5] 0
mem[44,19] 0.00943066
mem[50,7] 3.56836
mem[23,3] 0
mem[32,6] 4.58789
mem[50,18] 0
mem[23,12] 0
mem[35,4] 5.09766
mem[41,12] 0
mem[6,14] 0
mem[16,10] 0
mem[7,15] 0
mem[13,3] 0
mem[24,18] 0
mem[18,5] 0
mem[42,6] 0
mem[44,5] 0
mem[0,11] 0
mem[47,8] 0
mem[2,2] 0
mem[50,8] 0
mem[47,5] 0
mem[33,2] 4.07812
mem[5,4] 0
mem[34,9] 0
mem[12,7] 0
mem[17,1] 0
mem[15,7] 0
mem[39,10] 0
mem[13,19] 0
mem[49,14] 1.01953
mem[48,18] 0
mem[9,13] 0
mem[50,13] 0
mem[40,11] 0
mem[31,14] 0
mem[4,17] 0
mem[34,10] 0
mem[7,17] 0
mem[18,11] 0
mem[39,9] 0
mem[28,18] 0
mem[1,3] 0
mem[50,3] 4.58789
mem[49,9] 4.58789
mem[22,13] 0
mem[26,14] 0
mem[45,14] 0
mem[27,15] 5.09766
mem[43,17] 0
mem[50,14] 0
mem[29,19] 0
mem[8,19] 0
mem[31,13] 0.509766
mem[29,13] 0
mem[11,14] 0
mem[9,18] 0
mem[14,9] 0
mem[19,11] 0
mem[25,4] 0
mem[42,17] 0
mem[44,12] 0
mem[50,4] 0
mem[32,7] 0
mem[2,13] 0
mem[50,19] 4.05926
mem[35,7] 0
mem[6,15] 0
mem[11,13] 0
mem[7,14] 0
mem[14,10] 0
mem[13,2] 0
mem[24,19] 0.519196
mem[48,3] 0
mem[38,10] 0
mem[37,18] 5.09766
mem[27,19] 0
mem[42,18] 0
mem[46,1] 0
mem[45,7] 0
mem[44,17] 0
mem[50,9] 0
mem[47,4] 0
mem[33,1] 0
mem[11,7] 0
mem[36,10] 0
mem[31,7] 0.509766
mem[41,3] 0
mem[7,13] 0
mem[20,11] 0
mem[26,10] 0
mem[0,9] 0
mem[46,2] 0.509766
mem[9,12] 0
mem[50,10] 5.09766
mem[32,1] 5.09766
mem[5,6] 0
mem[4,18] 0
mem[17,3] 0
mem[43,15] 0
mem[15,5] 0
mem[39,8] 0
mem[28,19] 0
mem[26,15] 0
mem[49,8] 3.56836
mem[22,2] 0
mem[29,18] 4.58789
mem[3,3] 0
mem[45,13] 3.56836
mem[27,14] 0
mem[40,9] 0
mem[31,12] 4.58789
mem[29,12] 0
mem[9,17] 0
mem[37,1] 0
mem[19,10] 0
mem[38,14] 0
mem[43,10] 0
mem[48,10] 0
mem[44,13] 0
mem[50,5] 4.58789
mem[49,11] 4.58789
mem[27,13] 0
mem[11,12] 0
mem[41,7] 0
mem[13,1] 0
mem[19,9] 0
mem[42,4] 0
mem[38,11] 0
mem[46,19] 0
mem[18,14] 0
mem[25,6] 0
mem[42,19] 0
mem[47,10] 0
mem[21,3] 0
mem[46,6] 0
mem[44,18] 0
mem[50,6] 0
mem[33,19] 0
mem[47,7] 0
mem[33,0] 4.58789
mem[35,5] 0
mem_tot_{CPU1,CPU2} 0
normalized_mem_tot_{CPU1,CPU2} 0
rows_tot_{CPU1,CPU2} 0
normalized_rows_tot_{CPU1,CPU2} 0
mem_tot_{CPU3,CPU4} 0
normalized_mem_tot_{CPU3,CPU4} 0
rows_tot_{CPU3,CPU4} 0
normalized_rows_tot_{CPU3,CPU4} 0
mem_tot_{CPU5,CPU6} 0
normalized_mem_tot_{CPU5,CPU6} 0
rows_tot_{CPU5,CPU6} 0
normalized_rows_tot_{CPU5,CPU6} 0
mem_tot_{CPU7,CPU8} 0
normalized_mem_tot_{CPU7,CPU8} 0
rows_tot_{CPU7,CPU8} 0
normalized_rows_tot_{CPU7,CPU8} 0
mem_tot_{CPU9,CPU10} 0
normalized_mem_tot_{CPU9,CPU10} 0
rows_tot_{CPU9,CPU10} 0
normalized_rows_tot_{CPU9,CPU10} 0
mem_tot_{CPU11,CPU12} 0
normalized_mem_tot_{CPU11,CPU12} 0
rows_tot_{CPU11,CPU12} 0
normalized_rows_tot_{CPU11,CPU12} 0
mem_tot_{CPU13,CPU14} 0
normalized_mem_tot_{CPU13,CPU14} 0
rows_tot_{CPU13,CPU14} 0
normalized_rows_tot_{CPU13,CPU14} 0
mem_tot_{CPU15,CPU16} 0
normalized_mem_tot_{CPU15,CPU16} 0
rows_tot_{CPU15,CPU16} 0
normalized_rows_tot_{CPU15,CPU16} 0
mem_tot_{CPU17,CPU18} 0
normalized_mem_tot_{CPU17,CPU18} 0
rows_tot_{CPU17,CPU18} 0
normalized_rows_tot_{CPU17,CPU18} 0
mem_tot_{CPU19,CPU20} 0
normalized_mem_tot_{CPU19,CPU20} 0
rows_tot_{CPU19,CPU20} 0
normalized_rows_tot_{CPU19,CPU20} 0
mem_tot_{CPU21,CPU22} 0
normalized_mem_tot_{CPU21,CPU22} 0
rows_tot_{CPU21,CPU22} 0
normalized_rows_tot_{CPU21,CPU22} 0
mem_tot_{CPU23,CPU24} 0
normalized_mem_tot_{CPU23,CPU24} 0
rows_tot_{CPU23,CPU24} 0
normalized_rows_tot_{CPU23,CPU24} 0
mem_tot_{CPU25,CPU26} 0
normalized_mem_tot_{CPU25,CPU26} 0
rows_tot_{CPU25,CPU26} 0
normalized_rows_tot_{CPU25,CPU26} 0
mem_tot_{CPU27,CPU28} 0
normalized_mem_tot_{CPU27,CPU28} 0
rows_tot_{CPU27,CPU28} 0
normalized_rows_tot_{CPU27,CPU28} 0
mem_tot_{CPU29,CPU30} 0
normalized_mem_tot_{CPU29,CPU30} 0
rows_tot_{CPU29,CPU30} 0
normalized_rows_tot_{CPU29,CPU30} 0
mem_tot_{CPU31,CPU32} 0
normalized_mem_tot_{CPU31,CPU32} 0
rows_tot_{CPU31,CPU32} 0
normalized_rows_tot_{CPU31,CPU32} 0
mem_tot_{CPU33,CPU34} 0
normalized_mem_tot_{CPU33,CPU34} 0
rows_tot_{CPU33,CPU34} 0
normalized_rows_tot_{CPU33,CPU34} 0
mem_tot_{CPU35,CPU36} 0
normalized_mem_tot_{CPU35,CPU36} 0
rows_tot_{CPU35,CPU36} 0
normalized_rows_tot_{CPU35,CPU36} 0
mem_tot_{CPU37,CPU38} 0
normalized_mem_tot_{CPU37,CPU38} 0
rows_tot_{CPU37,CPU38} 0
normalized_rows_tot_{CPU37,CPU38} 0
mem_tot_{CPU39,CPU40} 0
normalized_mem_tot_{CPU39,CPU40} 0
rows_tot_{CPU39,CPU40} 0
normalized_rows_tot_{CPU39,CPU40} 0
mem_tot_tor_P41 0
normalized_mem_tot_tor_P41 0
rows_tot_tor_P41 0
normalized_rows_tot_tor_P41 0
mem_tot_tor_P42 0
normalized_mem_tot_tor_P42 0
rows_tot_tor_P42 0
normalized_rows_tot_tor_P42 0
mem_tot_tor_P43 0
normalized_mem_tot_tor_P43 0
rows_tot_tor_P43 0
normalized_rows_tot_tor_P43 0
mem_tot_tor_P44 0
normalized_mem_tot_tor_P44 0
rows_tot_tor_P44 0
normalized_rows_tot_tor_P44 0
mem_tot_tor_P45 2.04849
normalized_mem_tot_tor_P45 0.00355641
rows_tot_tor_P45 1.20555
normalized_rows_tot_tor_P45 0.0251156
mem_tot_tor_P46 0
normalized_mem_tot_tor_P46 0
rows_tot_tor_P46 0
normalized_rows_tot_tor_P46 0
mem_tot_tor_P47 0
normalized_mem_tot_tor_P47 0
rows_tot_tor_P47 0
normalized_rows_tot_tor_P47 0
mem_tot_tor_P48 5.09766
normalized_mem_tot_tor_P48 0.0088501
rows_tot_tor_P48 3
normalized_rows_tot_tor_P48 0.0625
mem_tot_tor_P49 0
normalized_mem_tot_tor_P49 0
rows_tot_tor_P49 0
normalized_rows_tot_tor_P49 0
mem_tot_tor_P410 8.15625
normalized_mem_tot_tor_P410 0.0141602
rows_tot_tor_P410 4.8
normalized_rows_tot_tor_P410 0.1
mem_tot_tor_P411 0
normalized_mem_tot_tor_P411 0
rows_tot_tor_P411 0
normalized_rows_tot_tor_P411 0
mem_tot_tor_P412 6.11719
normalized_mem_tot_tor_P412 0.0106201
rows_tot_tor_P412 3.6
normalized_rows_tot_tor_P412 0.075
mem_tot_tor_P413 9.68555
normalized_mem_tot_tor_P413 0.0168152
rows_tot_tor_P413 5.7
normalized_rows_tot_tor_P413 0.11875
mem_tot_tor_P414 8.66602
normalized_mem_tot_tor_P414 0.0150452
rows_tot_tor_P414 5.1
normalized_rows_tot_tor_P414 0.10625
mem_tot_tor_P415 0
normalized_mem_tot_tor_P415 0
rows_tot_tor_P415 0
normalized_rows_tot_tor_P415 0
mem_tot_tor_P416 5.09766
normalized_mem_tot_tor_P416 0.0088501
rows_tot_tor_P416 3
normalized_rows_tot_tor_P416 0.0625
mem_tot_tor_P417 0
normalized_mem_tot_tor_P417 0
rows_tot_tor_P417 0
normalized_rows_tot_tor_P417 0
mem_tot_tor_P418 5.60742
normalized_mem_tot_tor_P418 0.00973511
rows_tot_tor_P418 3.3
normalized_rows_tot_tor_P418 0.06875
mem_tot_tor_P419 0
normalized_mem_tot_tor_P419 0
rows_tot_tor_P419 0
normalized_rows_tot_tor_P419 0
mem_tot_tor_P420 0
normalized_mem_tot_tor_P420 0
rows_tot_tor_P420 0
normalized_rows_tot_tor_P420 0
mem_tot_l1_P41 0
normalized_mem_tot_l1_P41 0
rows_tot_l1_P41 0
normalized_rows_tot_l1_P41 0
mem_tot_l1_P42 0
normalized_mem_tot_l1_P42 0
rows_tot_l1_P42 0
normalized_rows_tot_l1_P42 0
mem_tot_l1_P43 0
normalized_mem_tot_l1_P43 0
rows_tot_l1_P43 0
normalized_rows_tot_l1_P43 0
mem_tot_l1_P44 4.08756
normalized_mem_tot_l1_P44 0.00709645
rows_tot_l1_P44 2.40555
normalized_rows_tot_l1_P44 0.0501156
mem_tot_l1_P45 0.00943066
normalized_mem_tot_l1_P45 1.63727e-05
rows_tot_l1_P45 0.00555
normalized_rows_tot_l1_P45 0.000115625
mem_tot_l1_P46 3.56836
normalized_mem_tot_l1_P46 0.00619507
rows_tot_l1_P46 2.1
normalized_rows_tot_l1_P46 0.04375
mem_tot_l1_P47 0.509766
normalized_mem_tot_l1_P47 0.00088501
rows_tot_l1_P47 0.3
normalized_rows_tot_l1_P47 0.00625
mem_tot_l1_P48 0
normalized_mem_tot_l1_P48 0
rows_tot_l1_P48 0
normalized_rows_tot_l1_P48 0
mem_tot_l1_P49 0
normalized_mem_tot_l1_P49 0
rows_tot_l1_P49 0
normalized_rows_tot_l1_P49 0
mem_tot_l1_P410 13.7637
normalized_mem_tot_l1_P410 0.0238953
rows_tot_l1_P410 8.1
normalized_rows_tot_l1_P410 0.16875
mem_tot_l2_P4 21.9011
normalized_mem_tot_l2_P4 0.0380227
rows_tot_l2_P4 12.8889
normalized_rows_tot_l2_P4 0.268519
max_mem_P4 21.9011
max_mem_CPU_Cluster 0
max_rows_P4 12.8889
max_rows_CPU_Cluster 1.0001e-06
--------------------------------------------------

Sketch (0) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 0, Rows: 3
(0.000,13)    (0.900,33)    
Total frac: 0.900

Sketch (1) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 1, Rows: 3
(0.000,12)    (0.000,48)    (0.000,50)    (0.000,17)    (0.000,46)    (0.000,33)    (1.000,32)    (0.000,37)    (0.000,13)    
Total frac: 1.000

Sketch (2) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 2, Rows: 3
(0.000,41)    (0.000,50)    (0.000,2)    (0.800,33)    (0.000,13)    (0.100,46)    (0.000,22)    
Total frac: 0.900

Sketch (3) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 3, Rows: 3
(0.000,40)    (0.000,46)    (0.000,33)    (0.100,37)    (0.000,23)    (0.000,13)    (0.000,1)    (0.900,50)    (0.000,48)    (0.000,41)    (0.000,17)    (0.000,3)    (0.000,21)    
Total frac: 1.000

Sketch (4) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 4, Rows: 3
(0.000,15)    (1.000,35)    (0.000,5)    (0.000,25)    (0.000,50)    (0.000,47)    (0.000,42)    
Total frac: 1.000

Sketch (5) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 5, Rows: 3
(0.000,8)    (0.000,28)    (0.000,5)    (0.000,11)    (0.100,31)    (0.000,49)    (0.000,38)    (0.000,42)    (0.000,25)    (0.000,45)    (0.000,18)    (0.000,44)    (0.000,47)    (0.000,15)    (0.900,50)    (0.000,35)    
Total frac: 1.000

Sketch (6) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 6, Rows: 3
(0.000,12)    (0.900,32)    (0.000,42)    (0.000,5)    (0.000,25)    (0.000,46)    (0.000,50)    
Total frac: 0.900

Sketch (7) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 7, Rows: 3
(0.000,3)    (0.000,23)    (0.000,46)    (0.700,50)    (0.000,12)    (0.000,15)    (0.000,32)    (0.000,35)    (0.000,45)    (0.000,11)    (0.100,31)    (0.000,41)    (0.000,47)    
Total frac: 0.800

Sketch (8) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 8, Rows: 3
(0.000,34)    (0.000,14)    (0.000,19)    (0.000,47)    (0.000,50)    (0.000,39)    (0.700,49)    
Total frac: 0.700

Sketch (9) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 9, Rows: 3
(0.000,47)    (0.000,20)    (0.000,34)    (0.000,39)    (0.900,49)    (0.000,14)    (0.000,50)    (0.000,0)    (0.000,40)    (0.000,19)    
Total frac: 0.900

Sketch (10) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 10, Rows: 3
(0.000,6)    (0.000,18)    (0.000,49)    (0.000,16)    (0.000,39)    (0.000,34)    (0.000,14)    (0.000,38)    (0.000,36)    (0.000,26)    (1.000,50)    (0.000,19)    (0.000,43)    (0.000,48)    (0.000,47)    
Total frac: 1.000

Sketch (11) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 11, Rows: 3
(0.000,50)    (0.000,39)    (0.000,0)    (0.000,40)    (0.000,18)    (0.000,19)    (0.000,20)    (0.900,49)    (0.000,38)    
Total frac: 0.900

Sketch (12) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 12, Rows: 3
(0.000,45)    (0.000,50)    (0.000,3)    (0.000,23)    (0.000,41)    (0.000,44)    (0.000,9)    (0.900,31)    (0.000,29)    (0.000,11)    
Total frac: 0.900

Sketch (13) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 13, Rows: 3
(0.000,41)    (0.000,30)    (0.000,10)    (0.000,43)    (0.000,9)    (0.000,50)    (0.000,22)    (0.100,31)    (0.000,29)    (0.000,2)    (0.000,11)    (0.000,7)    (0.700,45)    (0.000,44)    (0.000,27)    
Total frac: 0.800

Sketch (14) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 14, Rows: 3
(0.700,43)    (0.000,6)    (0.200,49)    (0.000,31)    (0.000,26)    (0.000,45)    (0.000,50)    (0.000,11)    (0.000,7)    (0.000,27)    (0.000,38)    (0.000,18)    
Total frac: 0.900

Sketch (15) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 15, Rows: 3
(0.000,7)    (1.000,27)    (0.000,6)    (0.000,43)    (0.000,26)    
Total frac: 1.000

Sketch (16) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 16, Rows: 3

Total frac: 0.000

Sketch (17) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 17, Rows: 3
(0.300,24)    (0.000,27)    (0.700,29)    (0.000,50)    (0.000,4)    (0.000,7)    (0.000,43)    (0.000,42)    (0.000,44)    (0.000,9)    
Total frac: 1.000

Sketch (18) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 18, Rows: 3
(0.000,17)    (0.000,8)    (0.000,50)    (0.000,24)    (0.000,48)    (0.000,28)    (0.000,9)    (1.000,37)    (0.000,42)    (0.000,4)    (0.900,29)    (0.000,44)    
Total frac: 1.900

Sketch (19) (cm: eps0: 0.00625, del0: 0.05, min_mem: 1.69921875)
Par0 id: 19, Rows: 3
(0.000,4)    (0.000,7)    (0.102,43)    (0.000,9)    (0.002,44)    (0.000,13)    (0.000,29)    (0.000,8)    (0.796,50)    (0.102,24)    (0.000,27)    (0.000,28)    (0.000,46)    (0.000,42)    (0.000,33)    
Total frac: 1.002

Device (0) {CPU1,CPU2}:
Rows total: 0.0
Mem total: 0.0

Device (1) {CPU3,CPU4}:
Rows total: 0.0
Mem total: 0.0

Device (2) {CPU5,CPU6}:
Rows total: 0.0
Mem total: 0.0

Device (3) {CPU7,CPU8}:
Rows total: 0.0
Mem total: 0.0

Device (4) {CPU9,CPU10}:
Rows total: 0.0
Mem total: 0.0

Device (5) {CPU11,CPU12}:
Rows total: 0.0
Mem total: 0.0

Device (6) {CPU13,CPU14}:
Rows total: 0.0
Mem total: 0.0

Device (7) {CPU15,CPU16}:
Rows total: 0.0
Mem total: 0.0

Device (8) {CPU17,CPU18}:
Rows total: 0.0
Mem total: 0.0

Device (9) {CPU19,CPU20}:
Rows total: 0.0
Mem total: 0.0

Device (10) {CPU21,CPU22}:
Rows total: 0.0
Mem total: 0.0

Device (11) {CPU23,CPU24}:
Rows total: 0.0
Mem total: 0.0

Device (12) {CPU25,CPU26}:
Rows total: 0.0
Mem total: 0.0

Device (13) {CPU27,CPU28}:
Rows total: 0.0
Mem total: 0.0

Device (14) {CPU29,CPU30}:
Rows total: 0.0
Mem total: 0.0

Device (15) {CPU31,CPU32}:
Rows total: 0.0
Mem total: 0.0

Device (16) {CPU33,CPU34}:
Rows total: 0.0
Mem total: 0.0

Device (17) {CPU35,CPU36}:
Rows total: 0.0
Mem total: 0.0

Device (18) {CPU37,CPU38}:
Rows total: 0.0
Mem total: 0.0

Device (19) {CPU39,CPU40}:
Rows total: 0.0
Mem total: 0.0

Device (20) tor_P41:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (21) tor_P42:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (22) tor_P43:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (23) tor_P44:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (24) tor_P45:
Rows total: 1.2055499997998333
Mem total: 2.048493163722373
Throughput: 148.0

Device (25) tor_P46:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (26) tor_P47:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (27) tor_P48:
Rows total: 3.0
Mem total: 5.09765625
Throughput: 148.0

Device (28) tor_P49:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (29) tor_P410:
Rows total: 4.8
Mem total: 8.15625
Throughput: 148.0

Device (30) tor_P411:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (31) tor_P412:
Rows total: 3.6
Mem total: 6.1171875
Throughput: 148.0

Device (32) tor_P413:
Rows total: 5.7
Mem total: 9.685546875
Throughput: 148.0

Device (33) tor_P414:
Rows total: 5.1
Mem total: 8.666015625
Throughput: 148.0

Device (34) tor_P415:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (35) tor_P416:
Rows total: 3.0
Mem total: 5.09765625
Throughput: 148.0

Device (36) tor_P417:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (37) tor_P418:
Rows total: 3.3
Mem total: 5.607421875
Throughput: 148.0

Device (38) tor_P419:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (39) tor_P420:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (40) l1_P41:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (41) l1_P42:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (42) l1_P43:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (43) l1_P44:
Rows total: 2.4055499997998333
Mem total: 4.087555663722373
Throughput: 148.0

Device (44) l1_P45:
Rows total: 0.005549999799833371
Mem total: 0.009430663722373112
Throughput: 148.0

Device (45) l1_P46:
Rows total: 2.1
Mem total: 3.568359375
Throughput: 148.0

Device (46) l1_P47:
Rows total: 0.3
Mem total: 0.509765625
Throughput: 148.0

Device (47) l1_P48:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (48) l1_P49:
Rows total: 0.0
Mem total: 0.0
Throughput: 148.0

Device (49) l1_P410:
Rows total: 8.1
Mem total: 13.763671875
Throughput: 148.0

Device (50) l2_P4:
Rows total: 12.888900000400335
Mem total: 21.901060547555257
Throughput: 148.0

Flow 0:
partitions: [(0, 0.9)]
path: {33, 13}
Flow 1:
partitions: [(3, 1.0)]
path: {3, 37, 41, 48, 17, 50, 23}
Flow 2:
partitions: [(3, 0.7)]
path: {33, 1, 40, 13, 46, 50, 21}
Flow 3:
partitions: [(1, 1.0)]
